"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"11","Tuckermanopsis orbata",813868,"Tuckermanopsis orbata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","orbata","iNat:2569000",48.93062,-123.466587,"2015-03-04",NA,NA,"Lauren Magner","false","research",123
"12","Cladonia pyxidata",123894,"Cladonia pyxidata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","pyxidata","iNat:2569437",48.876683,-123.322735,"2015-03-24",NA,NA,"Lauren Magner","false","research",174
"13","Peltigera britannica",119677,"Peltigera britannica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","britannica","iNat:2572163",48.882667,-123.327713,"2015-03-07",NA,NA,"Andrew Simon","false","research",174
"14","Pilophorus acicularis",128919,"Pilophorus acicularis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Pilophorus","acicularis","iNat:2572192",48.888948,-123.338141,"2015-03-09",NA,NA,"Andrew Simon","false","research",43
"15","Parmotrema arnoldii",123349,"Parmotrema arnoldii",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmotrema","arnoldii","iNat:2572195",48.883457,-123.329172,"2015-03-09",NA,NA,"Andrew Simon","false","research",87
"16","Platismatia herrei",117876,"Platismatia herrei",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Platismatia","herrei","iNat:2575048",48.931635,-123.48165,"2015-03-27",NA,NA,"Lauren Magner","false","research",87
"17","Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2575071",48.930789,-123.479505,"2015-03-27",NA,NA,"Lauren Magner","false","research",87
"18","Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2575072",48.930789,-123.479505,"2015-03-27",NA,NA,"Lauren Magner","false","research",87
"19","Chrysothrix xanthina",345245,"Chrysothrix xanthina",NA,"Fungi","Ascomycota","Pezizomycotina","","Arthoniomycetes","","","Arthoniales","","","","Chrysothricaceae","","","Chrysothrix","xanthina","iNat:2580126",48.931522,-123.482208,"2015-03-13",NA,NA,"Lauren Magner","false","research",87
"20","Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2580182",48.933073,-123.485727,"2015-03-13",NA,NA,"Lauren Magner","false","research",87
"21","Lobaria pulmonaria",48711,"Lobaria pulmonaria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Lobaria","pulmonaria","iNat:2580207",48.930845,-123.477402,"2015-03-13",NA,NA,"Lauren Magner","false","research",698
"22","Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2580212",48.930845,-123.477402,"2015-03-13",NA,NA,"Lauren Magner","false","research",698
"23","Ochrolechia androgyna",203835,"Ochrolechia androgyna",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Pertusariales","","","","Ochrolechiaceae","","","Ochrolechia","androgyna","iNat:2585132",48.926221,-123.465428,"2015-03-13",NA,NA,"Lauren Magner","false","research",43
"24","Cladonia scabriuscula",217148,"Cladonia scabriuscula",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","scabriuscula","iNat:2588105",48.932627,-123.484697,"2015-03-26",NA,NA,"Andrew Simon","false","research",87
"25","Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2588599",48.90991,-123.372302,"2013-04-07",NA,NA,"","false","research",469
"26","Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2591397",48.930913,-123.469763,"2015-03-26",NA,NA,"Andrew Simon","false","research",174
"27","Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2591409",48.930913,-123.469763,"2015-03-26",NA,NA,"Andrew Simon","false","research",174
"28","Polycauliona bolacina",463823,"Polycauliona bolacina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Teloschistales","","","","Teloschistaceae","Xanthorioideae","","Polycauliona","bolacina","iNat:2599898",48.929673,-123.475771,"2015-08-05",NA,NA,"Andrew Simon","false","research",174
"29","Chrysothrix xanthina",345245,"Chrysothrix xanthina",NA,"Fungi","Ascomycota","Pezizomycotina","","Arthoniomycetes","","","Arthoniales","","","","Chrysothricaceae","","","Chrysothrix","xanthina","iNat:2605273",48.932128,-123.483796,"2015-03-21",NA,NA,"Lauren Magner","false","research",82
"30","Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2608575",48.930056,-123.476543,"2015-03-21",NA,NA,"Lauren Magner","false","research",349
"31","Hypogymnia physodes",117971,"Hypogymnia physodes",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","physodes","iNat:2608952",48.931501,-123.481792,"2016-01-22",NA,NA,"Andrew Simon","false","research",87
"32","Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2615099",48.983273,-123.556452,"2016-01-24",NA,NA,"Lauren Magner","false","research",61
"33","Lepra amara",630835,"Lepra amara",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Pertusariales","","","","Pertusariaceae","","","Lepra","amara","iNat:2615163",48.983273,-123.556452,"2016-01-24",NA,NA,"Lauren Magner","false","research",61
"34","Parmelia saxatilis",117860,"Parmelia saxatilis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmelia","saxatilis","iNat:2617727",48.928625,-123.470783,"2015-05-14",NA,NA,"Andrew Simon","false","research",316
"35","Tuckermanopsis orbata",813868,"Tuckermanopsis orbata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","orbata","iNat:2626859",48.87455,-123.356166,"2016-01-28",NA,NA,"Andrew Simon","false","research",236
"36","Cladonia coniocraea",155093,"Cladonia coniocraea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","coniocraea","iNat:2647302",48.934511,-123.484612,"2015-10-08",NA,NA,"Lauren Magner","false","research",174
"37","Cladonia squamosa",117963,"Cladonia squamosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","squamosa","iNat:2647308",48.934511,-123.484612,"2015-10-08",NA,NA,"Lauren Magner","false","research",174
"38","Scytinium palmatum",532308,"Scytinium palmatum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Collemataceae","","","Scytinium","palmatum","iNat:2647353",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","research",349
"39","Ochrolechia androgyna",203835,"Ochrolechia androgyna",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Pertusariales","","","","Ochrolechiaceae","","","Ochrolechia","androgyna","iNat:2647375",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","research",349
"40","Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2647422",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","research",349
"41","Leproplaca chrysodeta",463369,"Leproplaca chrysodeta",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Teloschistales","","","","Teloschistaceae","Caloplacoideae","","Leproplaca","chrysodeta","iNat:2647546",48.930225,-123.476028,"2015-10-08",NA,NA,"Lauren Magner","false","research",174
"42","Melanelixia glabratula",463479,"Melanelixia glabratula",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Melanelixia","glabratula","iNat:2647572",48.929267,-123.475342,"2015-10-08",NA,NA,"Lauren Magner","false","research",8
"43","Melanelixia subaurifera",194686,"Melanelixia subaurifera",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Melanelixia","subaurifera","iNat:2647580",48.929267,-123.475342,"2015-10-08",NA,NA,"Lauren Magner","false","research",8
"44","Parmelia saxatilis",117860,"Parmelia saxatilis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmelia","saxatilis","iNat:2647586",48.929267,-123.475342,"2015-10-08",NA,NA,"Lauren Magner","false","research",8
"45","Peltigera britannica",119677,"Peltigera britannica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","britannica","iNat:2647592",48.927011,-123.468819,"2015-10-24",NA,NA,"Lauren Magner","false","research",349
"46","Peltigera neopolydactyla",147374,"Peltigera neopolydactyla",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","neopolydactyla","iNat:2663615",48.934059,-123.485899,"2015-03-28",NA,NA,"Lauren Magner","false","research",174
"47","Hypogymnia tubulosa",179720,"Hypogymnia tubulosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","tubulosa","iNat:2679358",48.897117,-123.408694,"2016-02-13",NA,NA,"Andrew Simon","false","research",121
"48","Evernia prunastri",123175,"Evernia prunastri",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Evernia","prunastri","iNat:2679449",49.008395,-123.577428,"2016-02-13",NA,NA,"","false","research",13809
"49","Ramalina",48325,"Ramalina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Ramalinaceae","","","Ramalina","","iNat:2701050",48.878387,-123.319513,"2016-01-09",NA,NA,"Jemma Lee","false","research",NA
"50","Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2732409",48.914851,-123.396034,"2016-02-26",NA,NA,"","false","research",349
"51","Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2732451",48.905938,-123.352776,"2016-02-29",NA,NA,"","false","research",349
"52","Platismatia herrei",117876,"Platismatia herrei",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Platismatia","herrei","iNat:2734289",48.931031,-123.479043,"2016-02-29",NA,NA,"Andrew Simon","false","research",64
"53","Lobaria pulmonaria",48711,"Lobaria pulmonaria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Lobaria","pulmonaria","iNat:2744813",48.874335,-123.32531,"2016-03-04",NA,NA,"","false","research",348
"54","Scytinium polycarpum",532312,"Scytinium polycarpum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Collemataceae","","","Scytinium","polycarpum","iNat:2767527",48.876614,-123.351038,"2016-03-10",NA,NA,"Lauren Magner","false","research",21
"55","Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2784514",48.89024,-123.347803,"2016-03-14",NA,NA,"Andrew Simon","false","research",13
"56","Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2790711",48.87788,-123.335824,"2016-03-14",NA,NA,"","false","research",174
"57","Hypogymnia enteromorpha",222048,"Hypogymnia enteromorpha",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","enteromorpha","iNat:2819286",48.950921,-123.515596,"2016-03-22",NA,NA,"Andrew Simon","false","research",240
"58","Tuckermanopsis orbata",813868,"Tuckermanopsis orbata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","orbata","iNat:2819309",48.950921,-123.515596,"2016-03-22",NA,NA,"Andrew Simon","false","research",240
"59","Hypogymnia imshaugii",179042,"Hypogymnia imshaugii",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","imshaugii","iNat:2819332",48.950921,-123.515596,"2016-03-22",NA,NA,"Andrew Simon","false","research",240
"60","Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2822863",48.927079,-123.466244,"2016-03-22",NA,NA,"Andrew Simon","false","research",174
"61","Cladonia portentosa pacifica",340879,"Cladonia portentosa pacifica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2865596",48.983402,-123.55613,"2016-04-01",NA,NA,"Andrew Simon","false","research",43
"62","Sphaerophorus venerabilis",155226,"Sphaerophorus venerabilis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Sphaerophoraceae","","","Sphaerophorus","venerabilis","iNat:2865613",48.983135,-123.555872,"2016-04-01",NA,NA,"Andrew Simon","false","research",43
"63","Parmelia sulcata",54734,"Parmelia sulcata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmelia","sulcata","iNat:3031163",48.866414,-123.335059,"2016-04-23",NA,NA,"Andrew Simon","false","research",190
"64","Evernia prunastri",123175,"Evernia prunastri",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Evernia","prunastri","iNat:3041034",48.867549,-123.339915,"2016-04-23",NA,NA,"Lauren Magner","false","research",174
"65","Parmelia sulcata",54734,"Parmelia sulcata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmelia","sulcata","iNat:3181024",48.915974,-123.425474,"2016-05-14",NA,NA,"Lauren Magner","false","research",177
"66","Ramalina farinacea",54758,"Ramalina farinacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Ramalinaceae","","","Ramalina","farinacea","iNat:3296811",48.915974,-123.424809,"2016-05-14",NA,NA,"Lauren Magner","false","research",201
"67","Dermatocarpon reticulatum",218258,"Dermatocarpon reticulatum",NA,"Fungi","Ascomycota","Pezizomycotina","","Eurotiomycetes","Chaetothyriomycetidae","","Verrucariales","","","","Verrucariaceae","","","Dermatocarpon","reticulatum","iNat:3542956",49.013476,-123.573704,"2016-06-28",NA,NA,"Andrew Simon","false","research",29
"68","Xanthoparmelia cumberlandia",123230,"Xanthoparmelia cumberlandia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Xanthoparmelia","cumberlandia","iNat:3652950",48.897069,-123.403931,"2016-07-10",NA,NA,"Andrew Simon","false","research",136
"69","Platismatia herrei",117876,"Platismatia herrei",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Platismatia","herrei","iNat:3701134",48.896818,-123.409778,"2016-07-18",NA,NA,"Andrew Simon","false","research",140
"70","Xanthoparmelia cumberlandia",123230,"Xanthoparmelia cumberlandia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Xanthoparmelia","cumberlandia","iNat:3735183",48.929413,-123.475513,"2015-08-28",NA,NA,"Lauren Magner","false","research",58
"71","Hypogymnia physodes",117971,"Hypogymnia physodes",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","physodes","iNat:3890620",48.983393,-123.556254,"2016-08-14",NA,NA,"Andrew Simon","false","research",108
"72","Physcia caesia",194681,"Physcia caesia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","caesia","iNat:3948546",49.01304,-123.575892,"2016-08-14",NA,NA,"Andrew Simon","false","research",86
"73","Lobaria pulmonaria",48711,"Lobaria pulmonaria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Lobaria","pulmonaria","iNat:3948558",49.0056,-123.57585,"2016-08-14",NA,NA,"Andrew Simon","false","research",491
"74","Physcia adscendens",124439,"Physcia adscendens",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","adscendens","iNat:3948562",49.01304,-123.575892,"2016-08-14",NA,NA,"Andrew Simon","false","research",86
"75","Cladonia portentosa pacifica",340879,"Cladonia portentosa pacifica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:3971208",48.911512,-123.382215,"2016-08-26",NA,NA,"Andrew Simon","false","research",210
"76","Cladonia rangiferina",119778,"Cladonia rangiferina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","rangiferina","iNat:3971238",48.911286,-123.382387,"2016-08-26",NA,NA,"Lauren Magner","false","research",174
"77","Nephroma laevigatum",117847,"Nephroma laevigatum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Nephromataceae","","","Nephroma","laevigatum","iNat:4030003",48.963664,-123.549628,"2016-09-03",NA,NA,"Andrew Simon","false","research",157
"78","Physcia adscendens",124439,"Physcia adscendens",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","adscendens","iNat:4058574",48.952142,-123.51964,"2016-09-07",NA,NA,"","false","research",108
"79","Punctelia stictica",117879,"Punctelia stictica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Punctelia","stictica","iNat:4239749",48.929392,-123.475535,"2016-09-28",NA,NA,"Andrew Simon","false","research",8
"80","Physcia tenella",228059,"Physcia tenella",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","tenella","iNat:4282590",48.884135,-123.352625,"2016-10-04",NA,NA,"Andrew Simon","false","research",10
"81","Porpidia crustulata",182467,"Porpidia crustulata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecideales","","","","Lecideaceae","","","Porpidia","crustulata","iNat:4282648",48.908928,-123.391593,"2016-10-04",NA,NA,"Andrew Simon","false","research",45
"82","Lecanora chlarotera",222838,"Lecanora chlarotera",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Lecanoraceae","","","Lecanora","chlarotera","iNat:4296044",48.86893,-123.346086,"2016-10-07",NA,NA,"Andrew Simon","false","research",21
"83","Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:4296046",48.874606,-123.358998,"2016-10-07",NA,NA,"Andrew Simon","false","research",387
"84","Ochrolechia oregonensis",124442,"Ochrolechia oregonensis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Pertusariales","","","","Ochrolechiaceae","","","Ochrolechia","oregonensis","iNat:4343884",48.897413,-123.338775,"2016-10-13",NA,NA,"","false","research",NA
"85","Amandinea punctata",155082,"Amandinea punctata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Caliciaceae","","","Amandinea","punctata","iNat:4381611",48.867243,-123.337777,"2016-10-16",NA,NA,"Andrew Simon","false","research",21
"86","Flavopunctelia soredica",220115,"Flavopunctelia soredica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Flavopunctelia","soredica","iNat:4381669",48.867243,-123.337777,"2016-10-16",NA,NA,"Andrew Simon","false","research",21
